mixture_ID,source_1_path,source_1_gain,noise_path,noise_gain
211-122442-0070,train-clean-100/211/122442/211-122442-0070.flac,1.836523280945797,tr/NPARK_00_020.wav,0.4971627108913728
103-1241-0025,train-clean-100/103/1241/103-1241-0025.flac,0.8356812817799235,tr/PSTATION_00_033.wav,0.34164067354196104
3879-173592-0043,train-clean-100/3879/173592/3879-173592-0043.flac,1.7641561152005272,tr/OOFFICE_00_019sp12.wav,0.36893356171957076
2289-152258-0014,train-clean-100/2289/152258/2289-152258-0014.flac,1.5560485929118444,tr/PCAFETER_00_022.wav,0.3773609894683552
201-127786-0068,train-clean-100/201/127786/201-127786-0068.flac,1.3148501158715962,tr/PCAFETER_00_014sp12.wav,0.6281099918565767
226-131532-0032,train-clean-100/226/131532/226-131532-0032.flac,1.6086746878767155,tr/SPSQUARE_00_016sp12.wav,0.42741118062699995
3436-172162-0031,train-clean-100/3436/172162/3436-172162-0031.flac,0.8916464394729635,tr/PSTATION_00_016.wav,0.6052135640490126
1235-135883-0032,train-clean-100/1235/135883/1235-135883-0032.flac,0.7984868327854692,tr/DKITCHEN_00_012sp12.wav,0.38118053162827764
211-122442-0065,train-clean-100/211/122442/211-122442-0065.flac,0.955551596841882,tr/PRESTO_00_016sp08.wav,0.5023321681180994
26-496-0006,train-clean-100/26/496/26-496-0006.flac,1.1021568062166889,tr/PRESTO_00_007.wav,0.7604601880636015
7302-86814-0016,train-clean-100/7302/86814/7302-86814-0016.flac,1.8611207426716385,tr/NRIVER_00_023.wav,0.47340465099007584
4051-11217-0008,train-clean-100/4051/11217/4051-11217-0008.flac,0.8608326763672964,tr/PSTATION_00_000sp08.wav,0.5737301437515592
1040-133433-0054,train-clean-100/1040/133433/1040-133433-0054.flac,1.4692475333064186,tr/PRESTO_00_034.wav,0.35319055285327805
1898-145715-0019,train-clean-100/1898/145715/1898-145715-0019.flac,0.9774404984857957,tr/TBUS_00_015sp08.wav,0.46051350461637497
8838-298545-0044,train-clean-100/8838/298545/8838-298545-0044.flac,1.7592555428611552,tr/TMETRO_00_023sp12.wav,0.35593144236933066
32-4137-0031,train-clean-100/32/4137/32-4137-0031.flac,1.5289388467054297,tr/TBUS_00_027.wav,0.6790492373198216
5456-62014-0009,train-clean-100/5456/62014/5456-62014-0009.flac,1.9175510221044063,tr/TCAR_00_009sp12.wav,0.49441692699355144
5652-19215-0011,train-clean-100/5652/19215/5652-19215-0011.flac,0.7935259111326679,tr/DLIVING_00_029sp12.wav,0.3436125665317279
8747-293952-0018,train-clean-100/8747/293952/8747-293952-0018.flac,1.427475104126801,tr/OHALLWAY_00_009.wav,0.5533532427060879
8797-294123-0067,train-clean-100/8797/294123/8797-294123-0067.flac,0.7595332931225013,tr/SPSQUARE_00_021sp12.wav,0.5956793900611068
5808-54425-0043,train-clean-100/5808/54425/5808-54425-0043.flac,0.8356486583183731,tr/PSTATION_00_005sp08.wav,0.3565801424963149
4640-19187-0041,train-clean-100/4640/19187/4640-19187-0041.flac,1.534281596212338,tr/DWASHING_00_005sp12.wav,0.41795393022810706
233-134440-0040,train-clean-100/233/134440/233-134440-0040.flac,1.492767131698306,tr/SPSQUARE_00_018sp08.wav,0.5549780693365346
2843-152918-0044,train-clean-100/2843/152918/2843-152918-0044.flac,1.026221463530884,tr/NFIELD_00_019sp08.wav,0.633689882876863
3982-182255-0027,train-clean-100/3982/182255/3982-182255-0027.flac,1.4600010424980838,tr/OOFFICE_00_009sp08.wav,0.480497905813361
27-124992-0013,train-clean-100/27/124992/27-124992-0013.flac,1.2012158795100893,tr/STRAFFIC_00_028.wav,0.7981137928949078
27-123349-0030,train-clean-100/27/123349/27-123349-0030.flac,0.763757189380508,tr/DWASHING_00_024.wav,0.38743442714847887
27-124992-0005,train-clean-100/27/124992/27-124992-0005.flac,0.9920771967908836,tr/SPSQUARE_00_031sp08.wav,0.7371857652820532
4441-76263-0016,train-clean-100/4441/76263/4441-76263-0016.flac,0.8397528837413373,tr/PRESTO_00_034sp12.wav,0.47181227307218143
2002-139469-0038,train-clean-100/2002/139469/2002-139469-0038.flac,1.7350557366468387,tr/NRIVER_00_025sp12.wav,0.7280851744828694
3374-298032-0039,train-clean-100/3374/298032/3374-298032-0039.flac,1.2537507843522024,tr/NPARK_00_005sp08.wav,0.38396158299267624
1447-130552-0005,train-clean-100/1447/130552/1447-130552-0005.flac,1.5359999676589087,tr/NFIELD_00_021.wav,0.8209251727974066
5808-54425-0031,train-clean-100/5808/54425/5808-54425-0031.flac,0.9519922183258189,tr/OMEETING_00_033sp12.wav,0.4775954338061925
1455-138263-0000,train-clean-100/1455/138263/1455-138263-0000.flac,1.3416826343768216,tr/PRESTO_00_031sp08.wav,0.49541457305855807
4481-17498-0033,train-clean-100/4481/17498/4481-17498-0033.flac,1.1699970486301612,tr/STRAFFIC_00_019.wav,0.6086565515067848
5652-19215-0021,train-clean-100/5652/19215/5652-19215-0021.flac,1.5257455924917138,tr/TCAR_00_002sp12.wav,0.4411072827948252
125-121124-0084,train-clean-100/125/121124/125-121124-0084.flac,0.8155240257902008,tr/OOFFICE_00_034sp12.wav,0.6279954973012621
839-130898-0019,train-clean-100/839/130898/839-130898-0019.flac,1.687352180843629,tr/TBUS_00_014sp08.wav,0.5946259601221132
2391-145015-0074,train-clean-100/2391/145015/2391-145015-0074.flac,1.4918518613773375,tr/TMETRO_00_024sp08.wav,0.6468394895877815
78-368-0042,train-clean-100/78/368/78-368-0042.flac,0.9409907267827118,tr/OOFFICE_00_032sp12.wav,0.3589807030013058
4195-17507-0039,train-clean-100/4195/17507/4195-17507-0039.flac,1.0268926682998918,tr/TBUS_00_034sp12.wav,0.48560547244230406
4214-7146-0040,train-clean-100/4214/7146/4214-7146-0040.flac,1.168805514179741,tr/TBUS_00_001sp08.wav,0.754837080866466
3440-171009-0042,train-clean-100/3440/171009/3440-171009-0042.flac,0.8804067419837992,tr/DKITCHEN_00_021sp12.wav,0.6018998459343775
1578-6379-0013,train-clean-100/1578/6379/1578-6379-0013.flac,0.9187126455008591,tr/OHALLWAY_00_007.wav,0.8083641882087812
211-122442-0012,train-clean-100/211/122442/211-122442-0012.flac,1.8628251429330567,tr/PRESTO_00_014.wav,0.5310504467056268
8465-246943-0029,train-clean-100/8465/246943/8465-246943-0029.flac,1.8796708426778719,tr/NPARK_00_020sp08.wav,0.6211696252454856
5652-39938-0066,train-clean-100/5652/39938/5652-39938-0066.flac,0.9276170936083438,tr/PRESTO_00_008sp08.wav,0.479274441894473
2436-2476-0034,train-clean-100/2436/2476/2436-2476-0034.flac,1.362054249578798,tr/DWASHING_00_032.wav,0.8334460936671079
4088-158077-0084,train-clean-100/4088/158077/4088-158077-0084.flac,1.8253197365149358,tr/NPARK_00_007.wav,0.6007080965547096
163-122947-0000,train-clean-100/163/122947/163-122947-0000.flac,0.8356449957244523,tr/NRIVER_00_019sp12.wav,0.39619247972628646
4813-248638-0016,train-clean-100/4813/248638/4813-248638-0016.flac,1.049002881874797,tr/NFIELD_00_025sp08.wav,0.44426728105398017
5808-48608-0051,train-clean-100/5808/48608/5808-48608-0051.flac,1.286616808795853,tr/PSTATION_00_002.wav,0.5293464141914205
887-123289-0033,train-clean-100/887/123289/887-123289-0033.flac,0.8559847830192291,tr/DWASHING_00_031sp08.wav,0.565994694575855
6531-61334-0026,train-clean-100/6531/61334/6531-61334-0026.flac,1.6903031249273601,tr/NRIVER_00_030.wav,0.5515897119593445
6476-96661-0015,train-clean-100/6476/96661/6476-96661-0015.flac,1.7806995795351064,tr/DKITCHEN_00_010.wav,0.41604537133164127
2391-145015-0120,train-clean-100/2391/145015/2391-145015-0120.flac,1.3487918099267604,tr/DWASHING_00_014sp08.wav,0.5238347855491906
6000-86686-0012,train-clean-100/6000/86686/6000-86686-0012.flac,1.112491044956282,tr/NRIVER_00_022sp12.wav,0.5949156621934742
233-134440-0058,train-clean-100/233/134440/233-134440-0058.flac,1.675502207316633,tr/TBUS_00_016sp12.wav,0.7055169429433444
5456-62043-0034,train-clean-100/5456/62043/5456-62043-0034.flac,1.0722241621595008,tr/DWASHING_00_034sp12.wav,0.7007050905609776
7264-92314-0030,train-clean-100/7264/92314/7264-92314-0030.flac,0.8994904108917561,tr/PRESTO_00_021.wav,0.5972773725310747
5688-41232-0005,train-clean-100/5688/41232/5688-41232-0005.flac,0.7843039197127363,tr/PRESTO_00_006sp12.wav,0.49000801575043923
7302-86814-0041,train-clean-100/7302/86814/7302-86814-0041.flac,0.9599786290822852,tr/STRAFFIC_00_035sp12.wav,0.5456848946762374
211-122442-0023,train-clean-100/211/122442/211-122442-0023.flac,0.9435058459818074,tr/NRIVER_00_014sp12.wav,0.4276811159762896
5703-47212-0035,train-clean-100/5703/47212/5703-47212-0035.flac,0.9236985992509309,tr/DLIVING_00_018sp12.wav,0.7163872410035241
